Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label
21,7993257,9,15,103,188,22,0,11.44444444,9.043106644,34,0,12.53333333,14.54975045,36.40568544,3.002530758,347532.913,910783.039,3029968,3,5231957,653994.625,1233568.935,3074016,3,7993166,570940.4286,1125372.305,3029968,4,0,0,0,0,296,488,1.125949034,1.876581724,0,34,11.64,12.52623913,156.9066667,0,0,0,1,0,0,0,0,1,12.125,11.44444444,12.53333333,296,0,0,0,0,0,0,9,103,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,72,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27777.77778,72.0,0.0,72,72,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13888.88889,13888.88889,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,72,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27777.77778,72.0,0.0,72,72,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13888.88889,13888.88889,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,259,247,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,243,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,57613.16872,12345.67901,121.5,89.80256121,185,58,243,243.0,0.0,243,243,0,0.0,0.0,0,0,1,0,0,0,64,20,8230.452675,4115.226337,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,11219234,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,423.6474611,4.724030179,215754.5,582177.5561,2150600,4,9797531,489876.55,861742.9159,2206485,597,11200000,361906.3548,722233.2518,2150600,4,0,0,0,0,680,1032,1.871785543,2.852244636,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,11165795,20,33,2008,2745,640,0,100.4,141.9141327,976,0,83.18181818,217.2857356,425.6750191,4.746639178,214726.8269,580932.1877,2260090,4,9449545,497344.4737,851942.846,2306948,967,11200000,348925.8125,712099.2822,2260090,4,0,0,0,0,648,1064,1.791184595,2.955454582,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,100.4,83.18181818,648,0,0,0,0,0,0,20,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,8259360,9,15,105,188,22,0,11.66666667,9.300537619,34,0,12.53333333,14.54975045,35.47490362,2.905794154,359102.6087,929683.8271,3060529,3,5156977,644622.125,1178207.906,2687196,23,8259281,589948.6429,1147186.772,3060529,3,0,0,0,0,296,488,1.089672808,1.816121346,0,34,11.72,12.58808961,158.46,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,296,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
22,11930364,20,33,2008,2745,640,0,100.4,141.9141327,976,0,83.18181818,217.2857356,398.3952208,4.442446182,229430.0769,636666.5864,2454973,4,9431495,496394.4737,869639.8801,2480070,648,11900000,372820.7813,782179.4751,2454973,4,0,0,0,0,648,1064,1.676394786,2.766051396,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,100.4,83.18181818,648,0,0,0,0,0,0,20,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,226,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,61946.90265,13274.33628,113.0,59.39696962,155,71,226,226.0,0.0,226,226,0,0.0,0.0,0,0,1,0,0,0,64,20,8849.557522,4424.778761,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,246,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,56910.56911,12195.12195,123.0,98.99494937,193,53,246,246.0,0.0,246,246,0,0.0,0.0,0,0,1,0,0,0,64,20,8130.081301,4065.04065,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,8682779,9,15,110,188,26,0,12.22222222,10.02219759,34,0,12.53333333,14.54975045,34.32080904,2.764092003,377512.1304,981917.24,3039371,1,5600202,700025.25,1298994.848,3002912,3,8682694,620192.4286,1212265.318,3039371,1,0,0,0,0,296,488,1.036534501,1.727557502,0,34,11.92,12.77340988,163.16,0,0,0,1,0,0,0,0,1,12.41666667,12.22222222,12.53333333,296,0,0,0,0,0,0,9,110,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
21,8159018,9,15,96,188,19,0,10.66666667,8.231038817,34,0,12.53333333,14.54975045,34.80811049,2.941530464,354739.913,919877.2002,2792674,3,5588963,698620.375,1292113.152,2835181,4,8158918,582779.8571,1135288.937,2792674,3,0,0,0,0,296,488,1.103073924,1.83845654,0,34,11.36,12.34868414,152.49,0,0,0,1,0,0,0,0,1,11.83333333,10.66666667,12.53333333,296,0,0,0,0,0,0,9,96,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force
80,55519,3,6,349,11595,349,0,116.3333333,201.4952439,2907,0,1932.5,1496.914126,215133.5579,162.1066662,6939.875,15446.98703,44218,33,10990,5495.0,6382.345807,10008,982,55477,11095.4,19107.03602,44218,37,0,0,0,0,104,200,54.0355554,108.0711108,0,2907,1194.4,1470.713523,2162998.267,0,0,0,1,0,0,0,0,2,1327.111111,116.3333333,1932.5,104,0,0,0,0,0,0,3,349,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,85090027,6,6,356,11595,338,0,59.33333333,136.5498688,10136,0,1932.5,4060.245892,140.4512423,0.141027103,7735457.0,25600000.0,84900000,3,84900000,17000000.0,38000000.0,84900000,3,85100000,17000000.0,37900000.0,84900000,63,0,0,0,0,164,200,0.070513551,0.070513551,0,10136,919.7692308,2798.095011,7829335.692,1,0,0,0,0,0,0,0,1,996.4166667,59.33333333,1932.5,164,0,0,0,0,0,0,6,356,6,11595,0,235,3,20,10968.0,0.0,10968,10968,84900000.0,0.0,84900000,84900000,DoS Hulk
80,1287,4,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3108.003108,429.0,310.0387073,787,249,1287,429.0,310.0387073,787,249,0,0.0,0.0,0,0,0,0,0,0,128,0,3108.003108,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,128,0,0,0,0,0,0,4,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,85512145,8,6,325,11595,319,0,40.625,112.5000794,4344,0,1932.5,1754.831473,139.395404,0.163719434,6577857.308,23700000.0,85300000,2,85300000,12200000.0,32200000.0,85300000,2,190539,38107.8,77430.86814,176198,49,0,0,0,0,252,200,0.093553962,0.070165472,0,4344,794.6666667,1425.128449,2030991.095,0,0,0,0,1,0,0,0,0,851.4285714,40.625,1932.5,252,0,0,0,0,0,0,8,325,6,11595,251,235,2,20,1936.0,0.0,1936,1936,85300000.0,0.0,85300000,85300000,DoS Hulk
80,103271602,10,8,2142,11595,355,0,214.2,181.7830208,5792,0,1449.375,2046.673464,133.0181747,0.174297674,6074800.118,24200000.0,99900000,46,103000000,11500000.0,33200000.0,99900000,46,103000000,14800000.0,37600000.0,99900000,48,0,0,0,0,304,264,0.096832041,0.077465633,0,5792,723.3157895,1432.622655,2052407.673,1,0,0,0,0,0,0,0,0,763.5,214.2,1449.375,304,0,0,0,0,0,0,10,2142,8,11595,0,235,7,20,9000.0,0.0,9000,9000,99900000.0,0.0,99900000,99900000,DoS Hulk
80,83419317,5,7,351,11595,339,0,70.2,150.2937124,8688,0,1656.428571,3174.60191,143.2042413,0.143851573,7583574.273,25100000.0,83300000,9,83400000,20800000.0,41700000.0,83300000,1992,83400000,13900000.0,34000000.0,83400000,44,0,0,0,0,144,232,0.059938156,0.083913418,0,8688,919.3846154,2394.462659,5733451.423,1,0,0,0,0,0,0,0,1,996.0,70.2,1656.428571,144,0,0,0,0,0,0,5,351,7,11595,0,235,2,20,10973.0,0.0,10973,10973,83300000.0,0.0,83300000,83300000,DoS Hulk
80,34748483,7,5,323,11595,323,0,46.14285714,122.0825248,7240,0,2319.0,3331.638186,342.9790014,0.345338817,3158953.0,10400000.0,34600000,1,34600000,5769003.167,14100000.0,34600000,1,149412,37353.0,64938.7353,134191,66,0,0,0,0,232,168,0.201447643,0.143891174,0,7240,916.7692308,2244.740711,5038860.859,0,0,0,0,1,0,0,0,0,993.1666667,46.14285714,2319.0,232,0,0,0,0,0,0,7,323,5,11595,274,235,1,32,991.0,0.0,991,991,34600000.0,0.0,34600000,34600000,DoS Hulk
80,85755665,8,6,358,11595,358,0,44.75,126.5721138,7240,0,1932.5,2695.639126,139.3843777,0.163254521,6596589.615,23700000.0,85600000,46,85600000,12200000.0,32400000.0,85600000,246,147429,29485.8,58761.43327,134130,64,0,0,0,0,264,200,0.093288298,0.069966223,0,7240,796.8666667,1877.363382,3524493.267,0,0,0,0,1,0,0,0,0,853.7857143,44.75,1932.5,264,0,0,0,0,0,0,8,358,6,11595,251,235,1,32,3494.0,0.0,3494,3494,85600000.0,0.0,85600000,85600000,DoS Hulk
80,84989263,8,4,375,11595,363,0,46.875,127.7625448,8688,0,2898.75,4095.56617,140.8413202,0.141194306,7726296.636,25600000.0,84800000,1,84900000,12100000.0,32100000.0,84800000,1,145550,48516.66667,72148.52123,131449,189,0,0,0,0,240,136,0.094129537,0.047064769,0,8688,920.7692308,2467.154675,6086852.192,0,0,0,0,1,0,0,0,0,997.5,46.875,2898.75,240,0,0,0,0,0,0,8,375,4,11595,251,235,3,20,3006.0,0.0,3006,3006,84800000.0,0.0,84800000,84800000,DoS Hulk
80,85910078,5,6,343,11595,331,0,68.6,146.7167339,7240,0,1932.5,3126.682571,138.9592499,0.128040857,8591007.8,27100000.0,85800000,6,85800000,21400000.0,42900000.0,85800000,6,85900000,17200000.0,38300000.0,85800000,85,0,0,0,0,144,200,0.058200389,0.069840467,0,7240,995.3333333,2325.930208,5409951.333,1,0,0,0,0,0,0,0,1,1085.818182,68.6,1932.5,144,0,0,0,0,0,0,5,343,6,11595,0,235,2,20,3001.0,0.0,3001,3001,85800000.0,0.0,85800000,85800000,DoS Hulk
80,55398,3,5,358,11595,358,0,119.3333333,206.6913964,7240,0,2319.0,3331.638186,215765.9121,144.4095455,7914.0,16847.74644,45197,4,9989,4994.5,7057.632783,9985,4,55348,13837.0,21417.61949,45197,46,0,0,0,0,104,168,54.15357955,90.25596592,0,7240,1328.111111,2634.893472,6942663.611,0,0,0,1,0,0,0,0,1,1494.125,119.3333333,2319.0,104,0,0,0,0,0,0,3,358,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,84526,3,6,312,11595,312,0,104.0,180.133284,4344,0,1932.5,1754.831473,140867.8986,106.4761139,10565.75,24839.32937,71206,49,12978,6489.0,7751.304535,11970,1008,84416,16883.2,30870.90172,71206,49,0,0,0,0,104,200,35.49203795,70.98407591,0,4344,1190.7,1623.582599,2636020.456,0,0,0,1,0,0,0,0,2,1323.0,104.0,1932.5,104,0,0,0,0,0,0,3,312,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,68533709,7,6,379,11595,373,0,54.14285714,140.6205634,7240,0,1932.5,2695.639126,174.7169411,0.189687676,5711142.417,19700000.0,68400000,1,68400000,11400000.0,27900000.0,68400000,1,177627,35525.4,67019.33579,154093,88,0,0,0,0,220,200,0.102139518,0.087548158,0,7240,855.2857143,1934.259207,3741358.681,0,0,0,0,1,0,0,0,0,921.0769231,54.14285714,1932.5,220,0,0,0,0,0,0,7,379,6,11595,251,235,2,20,2005.0,0.0,2005,2005,68400000.0,0.0,68400000,68400000,DoS Hulk
80,84208001,7,6,324,11595,324,0,46.28571429,122.4604893,4355,0,1932.5,2182.468304,141.5423696,0.15437963,7017333.417,24000000.0,83200000,1,84200000,14000000.0,33900000.0,83200000,1,1532,306.4,363.6279692,907,16,0,0,0,0,240,200,0.083127493,0.071252137,0,4355,851.3571429,1668.274724,2783140.555,0,0,0,0,1,0,0,0,0,916.8461538,46.28571429,1932.5,240,0,0,0,0,0,0,7,324,6,11595,251,235,1,32,2.0,0.0,2,2,83200000.0,0.0,83200000,83200000,DoS Hulk
80,84499521,9,6,357,11595,351,0,39.66666667,116.7668617,4355,0,1932.5,2182.468304,141.4445888,0.177515799,6035680.071,22300000.0,83500000,2,84500000,10600000.0,29500000.0,83500000,2,2695,539.0,879.3804637,2095,17,0,0,0,0,292,200,0.10650948,0.07100632,0,4355,747.0,1579.414871,2494551.333,0,0,0,0,1,0,0,0,0,796.8,39.66666667,1932.5,292,0,0,0,0,0,0,9,357,6,11595,251,235,2,20,978.0,0.0,978,978,83500000.0,0.0,83500000,83500000,DoS Hulk
80,98896763,8,5,426,11595,414,0,53.25,145.7902113,10147,0,2319.0,4420.67608,121.5509956,0.131450207,8241396.917,28500000.0,98900000,1,98900000,14100000.0,37400000.0,98900000,1,1983,495.75,720.3921964,1567,6,0,0,0,0,240,168,0.080892435,0.050557772,0,10147,858.6428571,2701.965598,7300618.093,0,0,0,0,1,0,0,0,0,924.6923077,53.25,2319.0,240,0,0,0,0,0,0,8,426,5,11595,251,235,3,20,2001.0,0.0,2001,2001,98900000.0,0.0,98900000,98900000,DoS Hulk
80,5,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,400000.0,5.0,0.0,5,5,5,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0,0,0,64,0,400000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,83688308,6,8,335,11595,317,0,55.83333333,127.9787743,4344,0,1449.375,1894.680443,142.5527685,0.167287407,6437562.154,23200000.0,83500000,4,83500000,16700000.0,37400000.0,83500000,4,83700000,12000000.0,31600000.0,83500000,47,0,0,0,0,164,264,0.071694603,0.095592804,0,4344,795.7333333,1524.489632,2324068.638,1,0,0,0,0,0,0,0,1,852.5714286,55.83333333,1449.375,164,0,0,0,0,0,0,6,335,8,11595,0,235,3,20,11002.0,0.0,11002,11002,83500000.0,0.0,83500000,83500000,DoS Hulk
80,84150171,5,6,410,11595,398,0,82.0,176.6748426,5792,0,1932.5,2989.558881,142.6616233,0.130718689,8415017.1,26600000.0,84000000,49,84000000,21000000.0,42000000.0,84000000,994,84200000,16800000.0,37500000.0,84000000,66,0,0,0,0,144,200,0.059417586,0.071301103,0,5792,1000.916667,2240.761861,5021013.72,1,0,0,0,0,0,0,0,1,1091.909091,82.0,1932.5,144,0,0,0,0,0,0,5,410,6,11595,0,235,2,20,9032.0,0.0,9032,9032,84000000.0,0.0,84000000,84000000,DoS Hulk
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,12936,2,2,12,0,6,6,6.0,0.0,0,0,0.0,0.0,927.6437848,309.2145949,4312.0,7299.978836,12741,37,195,195.0,0.0,195,195,12899,12899.0,0.0,12899,12899,0,0,0,0,40,64,154.6072975,154.6072975,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,0,1,4.5,6.0,0.0,40,0,0,0,0,0,0,2,12,2,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,97959045,6,7,302,11595,302,0,50.33333333,123.2909837,5792,0,1656.428571,1947.638216,121.4487136,0.132708521,8163253.75,28300000.0,97900000,16,98000000,19600000.0,43800000.0,97900000,197,12799,2133.166667,4862.890927,12058,42,0,0,0,0,200,232,0.061250087,0.071458434,0,5792,849.7857143,1567.638115,2457489.258,0,0,0,0,1,0,0,0,1,915.1538462,50.33333333,1656.428571,200,0,0,0,0,0,0,6,302,7,11595,251,235,1,32,463.0,0.0,463,463,97900000.0,0.0,97900000,97900000,DoS Hulk
80,85380050,6,6,310,11595,310,0,51.66666667,126.55697,5792,0,1932.5,2181.008184,139.4353833,0.140548055,7761822.727,25700000.0,85200000,3,85200000,17000000.0,38100000.0,85200000,3,147428,29485.6,59291.09074,135148,45,0,0,0,0,200,200,0.070274028,0.070274028,0,5792,915.7692308,1717.197045,2948765.692,0,0,0,0,1,0,0,0,1,992.0833333,51.66666667,1932.5,200,0,0,0,0,0,0,6,310,6,11595,274,235,1,32,1000.0,0.0,1000,1000,85200000.0,0.0,85200000,85200000,DoS Hulk
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,84994186,5,7,347,11595,335,0,69.4,148.5052188,5792,0,1656.428571,2119.480114,140.5037281,0.141186128,7726744.182,25600000.0,84800000,4,84900000,21200000.0,42400000.0,84800000,4,85000000,14200000.0,34600000.0,84800000,50,0,0,0,0,144,232,0.058827553,0.082358575,0,5792,919.0769231,1714.902012,2940888.91,1,0,0,0,0,0,0,0,1,995.6666667,69.4,1656.428571,144,0,0,0,0,0,0,5,347,7,11595,0,235,2,20,10053.0,0.0,10053,10053,84800000.0,0.0,84800000,84800000,DoS Hulk
80,98436857,6,7,362,11595,344,0,60.33333333,138.998801,4344,0,1656.428571,1947.638216,121.4687299,0.132064355,8203071.417,28400000.0,98300000,1,98300000,19700000.0,43900000.0,98300000,1,98400000,16400000.0,40100000.0,98300000,88,0,0,0,0,164,232,0.060952779,0.071111576,0,4344,854.5,1565.546194,2450934.885,1,0,0,0,0,0,0,0,1,920.2307692,60.33333333,1656.428571,164,0,0,0,0,0,0,6,362,7,11595,0,235,3,20,12991.0,0.0,12991,12991,98300000.0,0.0,98300000,98300000,DoS Hulk
80,98313194,8,4,306,11595,306,0,38.25,108.1873375,8688,0,2898.75,4095.56617,121.0519109,0.122058897,8937563.091,29600000.0,98300000,1,98300000,14000000.0,37100000.0,98300000,1,40874,13624.66667,14857.24525,29581,189,0,0,0,0,264,136,0.081372598,0.040686299,0,8688,915.4615385,2468.648774,6094226.769,0,0,0,0,1,0,0,0,0,991.75,38.25,2898.75,264,0,0,0,0,0,0,8,306,4,11595,251,235,1,32,1018.0,0.0,1018,1018,98300000.0,0.0,98300000,98300000,DoS Hulk
80,98687795,6,6,298,11595,298,0,49.66666667,121.6579906,5792,0,1932.5,2179.547086,120.511356,0.121595583,8971617.727,29700000.0,98600000,4,98600000,19700000.0,44100000.0,98600000,4,84503,16900.6,31263.4047,72071,85,0,0,0,0,200,200,0.060797792,0.060797792,0,5792,914.8461538,1716.780021,2947333.641,0,0,0,0,1,0,0,0,1,991.0833333,49.66666667,1932.5,200,0,0,0,0,0,0,6,298,6,11595,274,235,1,32,955.0,0.0,955,955,98600000.0,0.0,98600000,98600000,DoS Hulk
80,97288155,6,6,337,11595,337,0,56.16666667,137.5796739,5792,0,1932.5,2537.820147,122.6459686,0.123344923,8844377.727,29300000.0,97300000,2,97300000,19500000.0,43500000.0,97300000,4,1428,285.6,457.0243976,1087,2,0,0,0,0,200,200,0.061672462,0.061672462,0,5792,917.8461538,1909.882669,3647651.808,0,0,0,0,1,0,0,0,1,994.3333333,56.16666667,1932.5,200,0,0,0,0,0,0,6,337,6,11595,274,235,1,32,983.0,0.0,983,983,97300000.0,0.0,97300000,97300000,DoS Hulk
80,84911122,6,7,381,11595,363,0,63.5,146.7538756,4344,0,1656.428571,1760.597234,141.0415941,0.153101263,7075926.833,24500000.0,84800000,2,84800000,17000000.0,37900000.0,84800000,2,84900000,14200000.0,34600000.0,84800000,49,0,0,0,0,164,232,0.070662121,0.082439141,0,4344,855.8571429,1459.228925,2129349.055,1,0,0,0,0,0,0,0,1,921.6923077,63.5,1656.428571,164,0,0,0,0,0,0,6,381,7,11595,0,235,3,20,7008.0,0.0,7008,7008,84800000.0,0.0,84800000,84800000,DoS Hulk
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,938,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2132.196162,938.0,0.0,938,938,938,938.0,0.0,938,938,0,0.0,0.0,0,0,0,0,0,0,64,0,2132.196162,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,504,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5952.380952,252.0,21.21320344,267,237,504,252.0,21.21320344,267,237,0,0.0,0.0,0,0,0,0,0,0,96,0,5952.380952,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,98970156,8,4,406,11595,394,0,50.75,138.720428,8688,0,2898.75,4095.56617,121.2587762,0.121248672,8997286.909,29800000.0,98800000,0,98800000,14100000.0,37300000.0,98800000,0,149865,49955.0,76988.15726,138632,188,0,0,0,0,240,136,0.080832448,0.040416224,0,8688,923.1538462,2466.585557,6084044.308,0,0,0,0,1,0,0,0,0,1000.083333,50.75,2898.75,240,0,0,0,0,0,0,8,406,4,11595,251,235,3,20,2011.0,0.0,2011,2011,98800000.0,0.0,98800000,98800000,DoS Hulk
80,67391925,6,5,369,11595,369,0,61.5,150.6436192,5792,0,2319.0,3170.403917,177.5286876,0.163224303,6739192.5,21300000.0,67200000,1,67300000,13500000.0,30100000.0,67200000,1,153828,38457.0,68366.12591,140600,65,0,0,0,0,200,168,0.089031438,0.074192865,0,5792,997.0,2242.212827,5027518.364,0,0,0,0,1,0,0,0,0,1087.636364,61.5,2319.0,200,0,0,0,0,0,0,6,369,5,11595,251,235,1,32,5.0,0.0,5,5,67200000.0,0.0,67200000,67200000,DoS Hulk
80,8008,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,2247.752248,499.5004995,2669.333333,4611.298335,7994,3,8008,4004.0,5658.268463,8005,3,0,0.0,0.0,0,0,0,0,0,0,60,32,374.6253746,124.8751249,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,0,0,0,0,0,0,3,18,1,0,0,235,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,85240045,9,5,386,11595,380,0,42.88888889,126.4322392,10136,0,2319.0,4414.366206,140.5560028,0.164242053,6556926.538,23600000.0,85100000,1,85100000,10600000.0,30100000.0,85100000,1,133344,33336.0,56967.92066,118146,83,0,0,0,0,284,168,0.105584177,0.058657876,0,10136,798.7333333,2610.557315,6815009.495,0,0,0,0,1,0,0,0,0,855.7857143,42.88888889,2319.0,284,0,0,0,0,0,0,9,386,5,11595,251,235,2,20,2001.0,0.0,2001,2001,85100000.0,0.0,85100000,85100000,DoS Hulk
80,98634708,8,7,722,11595,349,0,90.25,159.7254341,5792,0,1656.428571,2120.732252,124.8749071,0.152076285,7045336.286,26300000.0,98300000,1,98500000,14100000.0,37100000.0,98300000,1,98600000,16400000.0,40100000.0,98300000,41,0,0,0,0,216,232,0.081107352,0.070968933,0,5792,770.1875,1569.375299,2462938.829,1,0,0,0,0,0,0,0,0,821.5333333,90.25,1656.428571,216,0,0,0,0,0,0,8,722,7,11595,0,235,5,20,13040.0,0.0,13040,13040,98300000.0,0.0,98300000,98300000,DoS Hulk
80,100186900,6,8,381,11595,363,0,63.5,146.7538756,5792,0,1449.375,2046.673464,119.5365861,0.139738828,7706684.615,27800000.0,100000000,11,100000000,20000000.0,44800000.0,100000000,1022,100000000,14300000.0,37800000.0,100000000,45,0,0,0,0,164,264,0.059888069,0.079850759,0,5792,798.8,1618.824538,2620592.886,1,0,0,0,0,0,0,0,1,855.8571429,63.5,1449.375,164,0,0,0,0,0,0,6,381,8,11595,0,235,3,20,11993.0,0.0,11993,11993,100000000.0,0.0,100000000,100000000,DoS Hulk
